sequence_file_id,run_library_assignment_id,sequencing_run_id,library_preparation_id,seq_sample_id,current_seq_sample_id,correct_seq_sample_id,suggested_correct_seq_sample_id,suggested_equals_correct,already_correct,forward_fq,reverse_fq,corrected_forward_fq,corrected_reverse_fq,note
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-9F-1__3.0__12D__2024-05-16__3__12D__240.0__ITS__T-110723-ITS-c-9F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-9F-1__3.0__12D__2024-05-16__3__12D__240.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-9F-1__3.0__12D__2024-05-16__3__12D__240.0__ITS,T-110723-ITS-c-9F-1,T-110723-ITS-c-9F-1,,T-110723-ITS-c-9F-1,False,True,T-110723-ITS-c-9F-1_S90_L001_R1_001.fastq.gz,T-110723-ITS-c-9F-1_S90_L001_R2_001.fastq.gz,T-110723-ITS-c-9F-1_S90_L001_R1_001.fastq.gz,T-110723-ITS-c-9F-1_S90_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-82E-1__3.0__11B__2024-05-16__3__11B__215.0__ITS__T-040723-ITS-c-82E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-82E-1__3.0__11B__2024-05-16__3__11B__215.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-82E-1__3.0__11B__2024-05-16__3__11B__215.0__ITS,T-040723-ITS-c-82E-1,T-040723-ITS-c-82E-1,,T-040723-ITS-c-82E-1,False,True,T-040723-ITS-c-82E-1_S80_L001_R1_001.fastq.gz,T-040723-ITS-c-82E-1_S80_L001_R2_001.fastq.gz,T-040723-ITS-c-82E-1_S80_L001_R1_001.fastq.gz,T-040723-ITS-c-82E-1_S80_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-80E-1__3.0__10H__2024-05-16__3__10H__286.0__ITS__T-040723-ITS-c-80E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-80E-1__3.0__10H__2024-05-16__3__10H__286.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-80E-1__3.0__10H__2024-05-16__3__10H__286.0__ITS,T-040723-ITS-c-80E-1,T-040723-ITS-c-80E-1,,T-040723-ITS-c-80E-1,False,True,T-040723-ITS-c-80E-1_S78_L001_R1_001.fastq.gz,T-040723-ITS-c-80E-1_S78_L001_R2_001.fastq.gz,T-040723-ITS-c-80E-1_S78_L001_R1_001.fastq.gz,T-040723-ITS-c-80E-1_S78_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-75E-1__3.0__10G__2024-05-16__3__10G__274.0__ITS__T-040723-ITS-c-75E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-75E-1__3.0__10G__2024-05-16__3__10G__274.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-75E-1__3.0__10G__2024-05-16__3__10G__274.0__ITS,T-040723-ITS-c-75E-1,T-040723-ITS-c-75E-1,,T-040723-ITS-c-75E-1,False,True,T-040723-ITS-c-75E-1_S77_L001_R1_001.fastq.gz,T-040723-ITS-c-75E-1_S77_L001_R2_001.fastq.gz,T-040723-ITS-c-75E-1_S77_L001_R1_001.fastq.gz,T-040723-ITS-c-75E-1_S77_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-72E-1__3.0__10F__2024-05-16__3__10F__262.0__ITS__T-040723-ITS-c-72E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-72E-1__3.0__10F__2024-05-16__3__10F__262.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-72E-1__3.0__10F__2024-05-16__3__10F__262.0__ITS,T-040723-ITS-c-72E-1,T-040723-ITS-c-72E-1,,T-040723-ITS-c-72E-1,False,True,T-040723-ITS-c-72E-1_S76_L001_R1_001.fastq.gz,T-040723-ITS-c-72E-1_S76_L001_R2_001.fastq.gz,T-040723-ITS-c-72E-1_S76_L001_R1_001.fastq.gz,T-040723-ITS-c-72E-1_S76_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-68E-1__3.0__10E__2024-05-16__3__10E__250.0__ITS__T-040723-ITS-c-68E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-68E-1__3.0__10E__2024-05-16__3__10E__250.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-68E-1__3.0__10E__2024-05-16__3__10E__250.0__ITS,T-040723-ITS-c-68E-1,T-040723-ITS-c-68E-1,,T-040723-ITS-c-68E-1,False,True,T-040723-ITS-c-68E-1_S75_L001_R1_001.fastq.gz,T-040723-ITS-c-68E-1_S75_L001_R2_001.fastq.gz,T-040723-ITS-c-68E-1_S75_L001_R1_001.fastq.gz,T-040723-ITS-c-68E-1_S75_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-66E-1__3.0__10D__2024-05-16__3__10D__238.0__ITS__T-040723-ITS-c-66E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-66E-1__3.0__10D__2024-05-16__3__10D__238.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-66E-1__3.0__10D__2024-05-16__3__10D__238.0__ITS,T-040723-ITS-c-66E-1,T-040723-ITS-c-66E-1,,T-040723-ITS-c-66E-1,False,True,T-040723-ITS-c-66E-1_S74_L001_R1_001.fastq.gz,T-040723-ITS-c-66E-1_S74_L001_R2_001.fastq.gz,T-040723-ITS-c-66E-1_S74_L001_R1_001.fastq.gz,T-040723-ITS-c-66E-1_S74_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-61E-1__3.0__10C__2024-05-16__3__10C__226.0__ITS__T-040723-ITS-c-61E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-61E-1__3.0__10C__2024-05-16__3__10C__226.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-61E-1__3.0__10C__2024-05-16__3__10C__226.0__ITS,T-040723-ITS-c-61E-1,T-040723-ITS-c-61E-1,,T-040723-ITS-c-61E-1,False,True,T-040723-ITS-c-61E-1_S73_L001_R1_001.fastq.gz,T-040723-ITS-c-61E-1_S73_L001_R2_001.fastq.gz,T-040723-ITS-c-61E-1_S73_L001_R1_001.fastq.gz,T-040723-ITS-c-61E-1_S73_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-59E-1__3.0__10B__2024-05-16__3__10B__214.0__ITS__T-040723-ITS-c-59E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-59E-1__3.0__10B__2024-05-16__3__10B__214.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-59E-1__3.0__10B__2024-05-16__3__10B__214.0__ITS,T-040723-ITS-c-59E-1,T-040723-ITS-c-59E-1,,T-040723-ITS-c-59E-1,False,True,T-040723-ITS-c-59E-1_S72_L001_R1_001.fastq.gz,T-040723-ITS-c-59E-1_S72_L001_R2_001.fastq.gz,T-040723-ITS-c-59E-1_S72_L001_R1_001.fastq.gz,T-040723-ITS-c-59E-1_S72_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-55E-1__3.0__10A__2024-05-16__3__10A__202.0__ITS__T-040723-ITS-c-55E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-55E-1__3.0__10A__2024-05-16__3__10A__202.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-55E-1__3.0__10A__2024-05-16__3__10A__202.0__ITS,T-040723-ITS-c-55E-1,T-040723-ITS-c-55E-1,,T-040723-ITS-c-55E-1,False,True,T-040723-ITS-c-55E-1_S71_L001_R1_001.fastq.gz,T-040723-ITS-c-55E-1_S71_L001_R2_001.fastq.gz,T-040723-ITS-c-55E-1_S71_L001_R1_001.fastq.gz,T-040723-ITS-c-55E-1_S71_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-53E-1__3.0__9H__2024-05-16__3__9H__285.0__ITS__T-040723-ITS-c-53E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-53E-1__3.0__9H__2024-05-16__3__9H__285.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-53E-1__3.0__9H__2024-05-16__3__9H__285.0__ITS,T-040723-ITS-c-53E-1,T-040723-ITS-c-53E-1,,T-040723-ITS-c-53E-1,False,True,T-040723-ITS-c-53E-1_S70_L001_R1_001.fastq.gz,T-040723-ITS-c-53E-1_S70_L001_R2_001.fastq.gz,T-040723-ITS-c-53E-1_S70_L001_R1_001.fastq.gz,T-040723-ITS-c-53E-1_S70_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-040723-c-81E-1__3.0__11A__2024-05-16__3__11A__203.0__ITS__T-040723-ITS-c-81E-1,RLA__seq240719_NR8NI__LP__DX__T-040723-c-81E-1__3.0__11A__2024-05-16__3__11A__203.0__ITS,seq240719_NR8NI,LP__DX__T-040723-c-81E-1__3.0__11A__2024-05-16__3__11A__203.0__ITS,T-040723-ITS-c-81E-1,T-040723-ITS-c-81E-1,,T-040723-ITS-c-81E-1,False,True,T-040723-ITS-c-81E-1_S79_L001_R1_001.fastq.gz,T-040723-ITS-c-81E-1_S79_L001_R2_001.fastq.gz,T-040723-ITS-c-81E-1_S79_L001_R1_001.fastq.gz,T-040723-ITS-c-81E-1_S79_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-81F-1__4.0__3H__2024-05-21__4__3H__383.0__ITS__T-110723-ITS-c-81F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-81F-1__4.0__3H__2024-05-21__4__3H__383.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-81F-1__4.0__3H__2024-05-21__4__3H__383.0__ITS,T-110723-ITS-c-81F-1,T-110723-ITS-c-81F-1,,T-110723-ITS-c-81F-1,False,True,T-110723-ITS-c-81F-1_S116_L001_R1_001.fastq.gz,T-110723-ITS-c-81F-1_S116_L001_R2_001.fastq.gz,T-110723-ITS-c-81F-1_S116_L001_R1_001.fastq.gz,T-110723-ITS-c-81F-1_S116_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-10F-1__4.0__1A__2024-05-21__4__1A__289.0__ITS__T-110723-ITS-c-10F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-10F-1__4.0__1A__2024-05-21__4__1A__289.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-10F-1__4.0__1A__2024-05-21__4__1A__289.0__ITS,T-110723-ITS-c-10F-1,T-110723-ITS-c-10F-1,,T-110723-ITS-c-10F-1,False,True,T-110723-ITS-c-10F-1_S93_L001_R1_001.fastq.gz,T-110723-ITS-c-10F-1_S93_L001_R2_001.fastq.gz,T-110723-ITS-c-10F-1_S93_L001_R1_001.fastq.gz,T-110723-ITS-c-10F-1_S93_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-75F-1__4.0__3F__2024-05-21__4__3F__359.0__ITS__T-110723-ITS-c-75F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-75F-1__4.0__3F__2024-05-21__4__3F__359.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-75F-1__4.0__3F__2024-05-21__4__3F__359.0__ITS,T-110723-ITS-c-75F-1,T-110723-ITS-c-75F-1,,T-110723-ITS-c-75F-1,False,True,T-110723-ITS-c-75F-1_S114_L001_R1_001.fastq.gz,T-110723-ITS-c-75F-1_S114_L001_R2_001.fastq.gz,T-110723-ITS-c-75F-1_S114_L001_R1_001.fastq.gz,T-110723-ITS-c-75F-1_S114_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-72F-1__4.0__3E__2024-05-21__4__3E__347.0__ITS__T-110723-ITS-c-72F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-72F-1__4.0__3E__2024-05-21__4__3E__347.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-72F-1__4.0__3E__2024-05-21__4__3E__347.0__ITS,T-110723-ITS-c-72F-1,T-110723-ITS-c-72F-1,,T-110723-ITS-c-72F-1,False,True,T-110723-ITS-c-72F-1_S113_L001_R1_001.fastq.gz,T-110723-ITS-c-72F-1_S113_L001_R2_001.fastq.gz,T-110723-ITS-c-72F-1_S113_L001_R1_001.fastq.gz,T-110723-ITS-c-72F-1_S113_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-68F-1__4.0__3D__2024-05-21__4__3D__335.0__ITS__T-110723-ITS-c-68F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-68F-1__4.0__3D__2024-05-21__4__3D__335.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-68F-1__4.0__3D__2024-05-21__4__3D__335.0__ITS,T-110723-ITS-c-68F-1,T-110723-ITS-c-68F-1,,T-110723-ITS-c-68F-1,False,True,T-110723-ITS-c-68F-1_S112_L001_R1_001.fastq.gz,T-110723-ITS-c-68F-1_S112_L001_R2_001.fastq.gz,T-110723-ITS-c-68F-1_S112_L001_R1_001.fastq.gz,T-110723-ITS-c-68F-1_S112_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-66F-1__4.0__3C__2024-05-21__4__3C__323.0__ITS__T-110723-ITS-c-66F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-66F-1__4.0__3C__2024-05-21__4__3C__323.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-66F-1__4.0__3C__2024-05-21__4__3C__323.0__ITS,T-110723-ITS-c-66F-1,T-110723-ITS-c-66F-1,,T-110723-ITS-c-66F-1,False,True,T-110723-ITS-c-66F-1_S111_L001_R1_001.fastq.gz,T-110723-ITS-c-66F-1_S111_L001_R2_001.fastq.gz,T-110723-ITS-c-66F-1_S111_L001_R1_001.fastq.gz,T-110723-ITS-c-66F-1_S111_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-61F-1__4.0__3B__2024-05-21__4__3B__311.0__ITS__T-110723-ITS-c-61F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-61F-1__4.0__3B__2024-05-21__4__3B__311.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-61F-1__4.0__3B__2024-05-21__4__3B__311.0__ITS,T-110723-ITS-c-61F-1,T-110723-ITS-c-61F-1,,T-110723-ITS-c-61F-1,False,True,T-110723-ITS-c-61F-1_S110_L001_R1_001.fastq.gz,T-110723-ITS-c-61F-1_S110_L001_R2_001.fastq.gz,T-110723-ITS-c-61F-1_S110_L001_R1_001.fastq.gz,T-110723-ITS-c-61F-1_S110_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-59F-1__4.0__3A__2024-05-21__4__3A__299.0__ITS__T-110723-ITS-c-59F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-59F-1__4.0__3A__2024-05-21__4__3A__299.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-59F-1__4.0__3A__2024-05-21__4__3A__299.0__ITS,T-110723-ITS-c-59F-1,T-110723-ITS-c-59F-1,,T-110723-ITS-c-59F-1,False,True,T-110723-ITS-c-59F-1_S109_L001_R1_001.fastq.gz,T-110723-ITS-c-59F-1_S109_L001_R2_001.fastq.gz,T-110723-ITS-c-59F-1_S109_L001_R1_001.fastq.gz,T-110723-ITS-c-59F-1_S109_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-55F-1__4.0__2H__2024-05-21__4__2H__382.0__ITS__T-110723-ITS-c-55F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-55F-1__4.0__2H__2024-05-21__4__2H__382.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-55F-1__4.0__2H__2024-05-21__4__2H__382.0__ITS,T-110723-ITS-c-55F-1,T-110723-ITS-c-55F-1,,T-110723-ITS-c-55F-1,False,True,T-110723-ITS-c-55F-1_S108_L001_R1_001.fastq.gz,T-110723-ITS-c-55F-1_S108_L001_R2_001.fastq.gz,T-110723-ITS-c-55F-1_S108_L001_R1_001.fastq.gz,T-110723-ITS-c-55F-1_S108_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-53F-1__4.0__2G__2024-05-21__4__2G__370.0__ITS__T-110723-ITS-c-53F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-53F-1__4.0__2G__2024-05-21__4__2G__370.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-53F-1__4.0__2G__2024-05-21__4__2G__370.0__ITS,T-110723-ITS-c-53F-1,T-110723-ITS-c-53F-1,,T-110723-ITS-c-53F-1,False,True,T-110723-ITS-c-53F-1_S107_L001_R1_001.fastq.gz,T-110723-ITS-c-53F-1_S107_L001_R2_001.fastq.gz,T-110723-ITS-c-53F-1_S107_L001_R1_001.fastq.gz,T-110723-ITS-c-53F-1_S107_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-51F-1__4.0__2F__2024-05-21__4__2F__358.0__ITS__T-110723-ITS-c-51F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-51F-1__4.0__2F__2024-05-21__4__2F__358.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-51F-1__4.0__2F__2024-05-21__4__2F__358.0__ITS,T-110723-ITS-c-51F-1,T-110723-ITS-c-51F-1,,T-110723-ITS-c-51F-1,False,True,T-110723-ITS-c-51F-1_S106_L001_R1_001.fastq.gz,T-110723-ITS-c-51F-1_S106_L001_R2_001.fastq.gz,T-110723-ITS-c-51F-1_S106_L001_R1_001.fastq.gz,T-110723-ITS-c-51F-1_S106_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-41F-1__4.0__2D__2024-05-21__4__2D__334.0__ITS__T-110723-ITS-c-41F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-41F-1__4.0__2D__2024-05-21__4__2D__334.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-41F-1__4.0__2D__2024-05-21__4__2D__334.0__ITS,T-110723-ITS-c-41F-1,T-110723-ITS-c-41F-1,,T-110723-ITS-c-41F-1,False,True,T-110723-ITS-c-41F-1_S104_L001_R1_001.fastq.gz,T-110723-ITS-c-41F-1_S104_L001_R2_001.fastq.gz,T-110723-ITS-c-41F-1_S104_L001_R1_001.fastq.gz,T-110723-ITS-c-41F-1_S104_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-37F-1__4.0__2B__2024-05-21__4__2B__310.0__ITS__T-110723-ITS-c-37F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-37F-1__4.0__2B__2024-05-21__4__2B__310.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-37F-1__4.0__2B__2024-05-21__4__2B__310.0__ITS,T-110723-ITS-c-37F-1,T-110723-ITS-c-37F-1,,T-110723-ITS-c-37F-1,False,True,T-110723-ITS-c-37F-1_S102_L001_R1_001.fastq.gz,T-110723-ITS-c-37F-1_S102_L001_R2_001.fastq.gz,T-110723-ITS-c-37F-1_S102_L001_R1_001.fastq.gz,T-110723-ITS-c-37F-1_S102_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-35F-1__4.0__2A__2024-05-21__4__2A__298.0__ITS__T-110723-ITS-c-35F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-35F-1__4.0__2A__2024-05-21__4__2A__298.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-35F-1__4.0__2A__2024-05-21__4__2A__298.0__ITS,T-110723-ITS-c-35F-1,T-110723-ITS-c-35F-1,,T-110723-ITS-c-35F-1,False,True,T-110723-ITS-c-35F-1_S101_L001_R1_001.fastq.gz,T-110723-ITS-c-35F-1_S101_L001_R2_001.fastq.gz,T-110723-ITS-c-35F-1_S101_L001_R1_001.fastq.gz,T-110723-ITS-c-35F-1_S101_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-28F-1__4.0__1H__2024-05-21__4__1H__373.0__ITS__T-110723-ITS-c-28F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-28F-1__4.0__1H__2024-05-21__4__1H__373.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-28F-1__4.0__1H__2024-05-21__4__1H__373.0__ITS,T-110723-ITS-c-28F-1,T-110723-ITS-c-28F-1,,T-110723-ITS-c-28F-1,False,True,T-110723-ITS-c-28F-1_S100_L001_R1_001.fastq.gz,T-110723-ITS-c-28F-1_S100_L001_R2_001.fastq.gz,T-110723-ITS-c-28F-1_S100_L001_R1_001.fastq.gz,T-110723-ITS-c-28F-1_S100_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-26F-1__4.0__1G__2024-05-21__4__1G__361.0__ITS__T-110723-ITS-c-26F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-26F-1__4.0__1G__2024-05-21__4__1G__361.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-26F-1__4.0__1G__2024-05-21__4__1G__361.0__ITS,T-110723-ITS-c-26F-1,T-110723-ITS-c-26F-1,,T-110723-ITS-c-26F-1,False,True,T-110723-ITS-c-26F-1_S99_L001_R1_001.fastq.gz,T-110723-ITS-c-26F-1_S99_L001_R2_001.fastq.gz,T-110723-ITS-c-26F-1_S99_L001_R1_001.fastq.gz,T-110723-ITS-c-26F-1_S99_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-25F-1__4.0__1F__2024-05-21__4__1F__349.0__ITS__T-110723-ITS-c-25F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-25F-1__4.0__1F__2024-05-21__4__1F__349.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-25F-1__4.0__1F__2024-05-21__4__1F__349.0__ITS,T-110723-ITS-c-25F-1,T-110723-ITS-c-25F-1,,T-110723-ITS-c-25F-1,False,True,T-110723-ITS-c-25F-1_S98_L001_R1_001.fastq.gz,T-110723-ITS-c-25F-1_S98_L001_R2_001.fastq.gz,T-110723-ITS-c-25F-1_S98_L001_R1_001.fastq.gz,T-110723-ITS-c-25F-1_S98_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-24F-1__4.0__1E__2024-05-21__4__1E__337.0__ITS__T-110723-ITS-c-24F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-24F-1__4.0__1E__2024-05-21__4__1E__337.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-24F-1__4.0__1E__2024-05-21__4__1E__337.0__ITS,T-110723-ITS-c-24F-1,T-110723-ITS-c-24F-1,,T-110723-ITS-c-24F-1,False,True,T-110723-ITS-c-24F-1_S97_L001_R1_001.fastq.gz,T-110723-ITS-c-24F-1_S97_L001_R2_001.fastq.gz,T-110723-ITS-c-24F-1_S97_L001_R1_001.fastq.gz,T-110723-ITS-c-24F-1_S97_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-22F-1__4.0__1D__2024-05-21__4__1D__325.0__ITS__T-110723-ITS-c-22F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-22F-1__4.0__1D__2024-05-21__4__1D__325.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-22F-1__4.0__1D__2024-05-21__4__1D__325.0__ITS,T-110723-ITS-c-22F-1,T-110723-ITS-c-22F-1,,T-110723-ITS-c-22F-1,False,True,T-110723-ITS-c-22F-1_S96_L001_R1_001.fastq.gz,T-110723-ITS-c-22F-1_S96_L001_R2_001.fastq.gz,T-110723-ITS-c-22F-1_S96_L001_R1_001.fastq.gz,T-110723-ITS-c-22F-1_S96_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-18F-1__4.0__1C__2024-05-21__4__1C__313.0__ITS__T-110723-ITS-c-18F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-18F-1__4.0__1C__2024-05-21__4__1C__313.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-18F-1__4.0__1C__2024-05-21__4__1C__313.0__ITS,T-110723-ITS-c-18F-1,T-110723-ITS-c-18F-1,,T-110723-ITS-c-18F-1,False,True,T-110723-ITS-c-18F-1_S95_L001_R1_001.fastq.gz,T-110723-ITS-c-18F-1_S95_L001_R2_001.fastq.gz,T-110723-ITS-c-18F-1_S95_L001_R1_001.fastq.gz,T-110723-ITS-c-18F-1_S95_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-17F-1__4.0__1B__2024-05-21__4__1B__301.0__ITS__T-110723-ITS-c-17F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-17F-1__4.0__1B__2024-05-21__4__1B__301.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-17F-1__4.0__1B__2024-05-21__4__1B__301.0__ITS,T-110723-ITS-c-17F-1,T-110723-ITS-c-17F-1,,T-110723-ITS-c-17F-1,False,True,T-110723-ITS-c-17F-1_S94_L001_R1_001.fastq.gz,T-110723-ITS-c-17F-1_S94_L001_R2_001.fastq.gz,T-110723-ITS-c-17F-1_S94_L001_R1_001.fastq.gz,T-110723-ITS-c-17F-1_S94_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-110723-c-38F-1__4.0__2C__2024-05-21__4__2C__322.0__ITS__T-110723-ITS-c-38F-1,RLA__seq240719_NR8NI__LP__DX__T-110723-c-38F-1__4.0__2C__2024-05-21__4__2C__322.0__ITS,seq240719_NR8NI,LP__DX__T-110723-c-38F-1__4.0__2C__2024-05-21__4__2C__322.0__ITS,T-110723-ITS-c-38F-1,T-110723-ITS-c-38F-1,,T-110723-ITS-c-38F-1,False,True,T-110723-ITS-c-38F-1_S103_L001_R1_001.fastq.gz,T-110723-ITS-c-38F-1_S103_L001_R2_001.fastq.gz,T-110723-ITS-c-38F-1_S103_L001_R1_001.fastq.gz,T-110723-ITS-c-38F-1_S103_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-200623-c-51D-1__3.0__5D__2024-05-16__3__5D__233.0__ITS__T-200623-ITS-c-51D-1,RLA__seq240719_NR8NI__LP__DX__T-200623-c-51D-1__3.0__5D__2024-05-16__3__5D__233.0__ITS,seq240719_NR8NI,LP__DX__T-200623-c-51D-1__3.0__5D__2024-05-16__3__5D__233.0__ITS,T-200623-ITS-c-51D-1,T-200623-ITS-c-51D-1,,T-200623-ITS-c-51D-1,False,True,T-200623-ITS-c-51D-1_S35_L001_R1_001.fastq.gz,T-200623-ITS-c-51D-1_S35_L001_R2_001.fastq.gz,T-200623-ITS-c-51D-1_S35_L001_R1_001.fastq.gz,T-200623-ITS-c-51D-1_S35_L001_R2_001.fastq.gz,
SF__RLA__seq240719_NR8NI__LP__DX__T-130623-c-81C-1__3.0__2B__2024-05-16__3__2B__206.0__ITS__T-130623-ITS-c-81C-1,RLA__seq240719_NR8NI__LP__DX__T-130623-c-81C-1__3.0__2B__2024-05-16__3__2B__206.0__ITS,seq240719_NR8NI,LP__DX__T-130623-c-81C-1__3.0__2B__2024-05-16__3__2B__206.0__ITS,T-130623-ITS-c-81C-1,T-130623-ITS-c-81C-1,,T-130623-ITS-c-81C-1,False,True,T-130623-ITS-c-81C-1_S10_L001_R1_001.fastq.gz,T-130623-ITS-c-81C-1_S10_L001_R2_001.fastq.gz,T-130623-ITS-c-81C-1_S10_L001_R1_001.fastq.gz,T-130623-ITS-c-81C-1_S10_L001_R2_001.fastq.gz,
