dna_extraction_id,bio_sample_id,DNA_plate_number,plate_position,DNA_ext_date,DNA_conc_plate,DNA_conc_plate_dilutedx10,DNA_conc_individual,speedvac_DNA_conc_individual,days_between_DNA_x
DX__T-270623-c-29__1.0__4E__2024-06-26,T-270623-c-29,1.0,4E,2024-06-26,67.14661379930158,,,,
DX__T-270623-c-28__1.0__4D__2024-06-26,T-270623-c-28,1.0,4D,2024-06-26,5.693079786095222,,,,
DX__T-270623-c-27__1.0__4C__2024-06-26,T-270623-c-27,1.0,4C,2024-06-26,37.47980883560757,,,,
DX__T-270623-c-26__1.0__4B__2024-06-26,T-270623-c-26,1.0,4B,2024-06-26,55.71019555522224,,,,
DX__T-270623-c-35__1.0__5C__2024-06-26,T-270623-c-35,1.0,5C,2024-06-26,26.70658733336317,,,,
DX__T-060623-c-72B-2__5.0__6F__2024-06-19,T-060623-c-72B-2,5.0,6F,2024-06-19,67.24811027936153,,,,
DX__T-300523-c-3A-2__5.0__1A__2024-06-19,T-300523-c-3A-2,5.0,1A,2024-06-19,65.95154976322142,,,,
DX__T-130623-c-44C-2__5.0__9G__2024-06-19,T-130623-c-44C-2,5.0,9G,2024-06-19,16.308640605366307,,,,
DX__T-130623-c-51C-2__5.0__9H__2024-06-19,T-130623-c-51C-2,5.0,9H,2024-06-19,12.02071331792008,,,,
DX__T-130623-c-53C-2__5.0__10A__2024-06-19,T-130623-c-53C-2,5.0,10A,2024-06-19,50.9960084005798,,,,
DX__T-130623-c-55C-2__5.0__10B__2024-06-19,T-130623-c-55C-2,5.0,10B,2024-06-19,53.579798257466045,,,,
DX__T-130623-c-59C-2__5.0__10C__2024-06-19,T-130623-c-59C-2,5.0,10C,2024-06-19,62.74589696238717,,,,
DX__T-130623-c-61C-2__5.0__10D__2024-06-19,T-130623-c-61C-2,5.0,10D,2024-06-19,58.60436825105401,,,,
DX__T-130623-c-66C-2__5.0__10E__2024-06-19,T-130623-c-66C-2,5.0,10E,2024-06-19,54.151900186686554,,,,
DX__T-130623-c-68C-2__5.0__10F__2024-06-19,T-130623-c-68C-2,5.0,10F,2024-06-19,73.23032367199406,,,,
DX__T-130623-c-72C-2__5.0__10G__2024-06-19,T-130623-c-72C-2,5.0,10G,2024-06-19,52.0780306932622,,,,
DX__T-130623-c-75C-2__5.0__10H__2024-06-19,T-130623-c-75C-2,5.0,10H,2024-06-19,62.45051482238297,,,,
DX__T-130623-c-80C-2__5.0__11A__2024-06-19,T-130623-c-80C-2,5.0,11A,2024-06-19,60.03151793634751,,,,
DX__T-130623-c-81C-2__5.0__11B__2024-06-19,T-130623-c-81C-2,5.0,11B,2024-06-19,41.97920850196175,,,,
DX__T-130623-c-82C-2__5.0__11C__2024-06-19,T-130623-c-82C-2,5.0,11C,2024-06-19,48.28473451229792,,,,
DX__T-130623-c-87C-2__5.0__11D__2024-06-19,T-130623-c-87C-2,5.0,11D,2024-06-19,51.841724981258835,,,,
DX__T-130623-c-88C-2__5.0__11E__2024-06-19,T-130623-c-88C-2,5.0,11E,2024-06-19,54.25761672953651,,,,
DX__T-130623-c-89C-2__5.0__11F__2024-06-19,T-130623-c-89C-2,5.0,11F,2024-06-19,65.68104024952068,,,,
DX__T-130623-c-91C-2__5.0__11G__2024-06-19,T-130623-c-91C-2,5.0,11G,2024-06-19,63.85279188137302,,,,
DX__T-130623-c-98C-2__5.0__11H__2024-06-19,T-130623-c-98C-2,5.0,11H,2024-06-19,54.8825848112423,,,,
DX__T-130623-c-100C-2__5.0__12A__2024-06-19,T-130623-c-100C-2,5.0,12A,2024-06-19,26.37757781601318,,,,
DX__T-130623-c-41C-2__5.0__9F__2024-06-19,T-130623-c-41C-2,5.0,9F,2024-06-19,33.3157953471481,,,,
DX__T-130623-c-38C-2__5.0__9E__2024-06-19,T-130623-c-38C-2,5.0,9E,2024-06-19,38.483248963955816,,,,
DX__T-130623-c-37C-2__5.0__9D__2024-06-19,T-130623-c-37C-2,5.0,9D,2024-06-19,36.64417201895742,,,,
DX__T-130623-c-35C-2__5.0__9C__2024-06-19,T-130623-c-35C-2,5.0,9C,2024-06-19,41.11517633714798,,,,
DX__T-060623-c-80B-2__5.0__6G__2024-06-19,T-060623-c-80B-2,5.0,6G,2024-06-19,71.39897016608862,,,,
DX__T-060623-c-81B-2__5.0__6H__2024-06-19,T-060623-c-81B-2,5.0,6H,2024-06-19,64.3658173825927,,,,
DX__T-060623-c-82B-2__5.0__7A__2024-06-19,T-060623-c-82B-2,5.0,7A,2024-06-19,37.667180932121376,,,,
DX__T-060623-c-87B-2__5.0__7B__2024-06-19,T-060623-c-87B-2,5.0,7B,2024-06-19,52.05315806695875,,,,
DX__T-060623-c-89B-2__5.0__7C__2024-06-19,T-060623-c-89B-2,5.0,7C,2024-06-19,67.92282361367421,,,,
DX__T-060623-c-91B-2__5.0__7D__2024-06-19,T-060623-c-91B-2,5.0,7D,2024-06-19,50.71306257372732,,,,
DX__T-060623-c-98B-2__5.0__7E__2024-06-19,T-060623-c-98B-2,5.0,7E,2024-06-19,46.134481782456255,,,,
DX__T-060623-c-100B-2__5.0__7F__2024-06-19,T-060623-c-100B-2,5.0,7F,2024-06-19,75.21092869784079,,,,
DX__T-060623-c-104B-2__5.0__7G__2024-06-19,T-060623-c-104B-2,5.0,7G,2024-06-19,63.485897000216255,,,,
DX__T-130623-c-104C-2__5.0__12B__2024-06-19,T-130623-c-104C-2,5.0,12B,2024-06-19,87.53914522650483,,,,
DX__T-060623-c-107B-2__5.0__7H__2024-06-19,T-060623-c-107B-2,5.0,7H,2024-06-19,62.3634606303209,,,,
DX__T-130623-c-5C-2__5.0__8B__2024-06-19,T-130623-c-5C-2,5.0,8B,2024-06-19,44.21780791775451,,,,
DX__T-130623-c-9C-2__5.0__8C__2024-06-19,T-130623-c-9C-2,5.0,8C,2024-06-19,70.46930453110528,,,,
DX__T-130623-c-17C-2__5.0__8D__2024-06-19,T-130623-c-17C-2,5.0,8D,2024-06-19,19.9556170208205,,,,
DX__T-130623-c-18C-2__5.0__8E__2024-06-19,T-130623-c-18C-2,5.0,8E,2024-06-19,65.41053073581992,,,,
DX__T-130623-c-22C-2__5.0__8F__2024-06-19,T-130623-c-22C-2,5.0,8F,2024-06-19,57.012425594909715,,,,
DX__T-130623-c-24C-2__5.0__8G__2024-06-19,T-130623-c-24C-2,5.0,8G,2024-06-19,58.37427281456622,,,,
DX__T-130623-c-25C-2__5.0__8H__2024-06-19,T-130623-c-25C-2,5.0,8H,2024-06-19,100.80635856554616,,,,
DX__T-130623-c-26C-2__5.0__9A__2024-06-19,T-130623-c-26C-2,5.0,9A,2024-06-19,39.161130484508675,,,,
DX__T-130623-c-28C-2__5.0__9B__2024-06-19,T-130623-c-28C-2,5.0,9B,2024-06-19,49.59683647934752,,,,
DX__T-130623-c-3C-2__5.0__8A__2024-06-19,T-130623-c-3C-2,5.0,8A,2024-06-19,47.80589705065504,,,,
DX__T-130623-c-107C-2__5.0__12C__2024-06-19,T-130623-c-107C-2,5.0,12C,2024-06-19,79.38666121087132,,,,
DX__T-200623-c-3D-2__5.0__12D__2024-06-19,T-200623-c-3D-2,5.0,12D,2024-06-19,74.38385870582903,,,,
DX__T-300523-c-100A-2__5.0__3E__2024-06-19,T-300523-c-100A-2,5.0,3E,2024-06-19,61.45866762164101,,,,
DX__T-300523-c-98A-2__5.0__3D__2024-06-19,T-300523-c-98A-2,5.0,3D,2024-06-19,58.98057854548412,,,,
DX__T-300523-c-91A-2__5.0__3C__2024-06-19,T-300523-c-91A-2,5.0,3C,2024-06-19,71.01963897178013,,,,
DX__T-300523-c-89A-2__5.0__3B__2024-06-19,T-300523-c-89A-2,5.0,3B,2024-06-19,32.86807231156543,,,,
DX__T-300523-c-88A-2__5.0__3A__2024-06-19,T-300523-c-88A-2,5.0,3A,2024-06-19,56.85696379945286,,,,
DX__T-300523-c-72A-2__5.0__2H__2024-06-19,T-300523-c-72A-2,5.0,2H,2024-06-19,56.051661295986776,,,,
DX__T-300523-c-68A-2__5.0__2G__2024-06-19,T-300523-c-68A-2,5.0,2G,2024-06-19,70.8610720385655,,,,
DX__T-300523-c-66A-2__5.0__2F__2024-06-19,T-300523-c-66A-2,5.0,2F,2024-06-19,69.97182048079512,,,,
DX__T-300523-c-61A-2__5.0__2E__2024-06-19,T-300523-c-61A-2,5.0,2E,2024-06-19,55.05981409524482,,,,
DX__T-300523-c-104A-2__5.0__3F__2024-06-19,T-300523-c-104A-2,5.0,3F,2024-06-19,66.29357201807474,,,,
DX__T-300523-c-59A-2__5.0__2D__2024-06-19,T-300523-c-59A-2,5.0,2D,2024-06-19,68.11559434858623,,,,
DX__T-300523-c-53A-2__5.0__2B__2024-06-19,T-300523-c-53A-2,5.0,2B,2024-06-19,65.96398607637315,,,,
DX__T-300523-c-51A-2__5.0__2A__2024-06-19,T-300523-c-51A-2,5.0,2A,2024-06-19,75.36016445566148,,,,
DX__T-300523-c-35A-2__5.0__1H__2024-06-19,T-300523-c-35A-2,5.0,1H,2024-06-19,61.41513264454968,,,,
DX__T-300523-c-28A-2__5.0__1G__2024-06-19,T-300523-c-28A-2,5.0,1G,2024-06-19,81.48229819284136,,,,
DX__T-300523-c-26A-2__5.0__1F__2024-06-19,T-300523-c-26A-2,5.0,1F,2024-06-19,80.86978218640789,,,,
DX__T-300523-c-25A-2__5.0__1E__2024-06-19,T-300523-c-25A-2,5.0,1E,2024-06-19,81.24599248083798,,,,
DX__T-300523-c-10A-2__5.0__1D__2024-06-19,T-300523-c-10A-2,5.0,1D,2024-06-19,70.3666931260131,,,,
DX__T-300523-c-9A-2__5.0__1C__2024-06-19,T-300523-c-9A-2,5.0,1C,2024-06-19,76.57588105525505,,,,
DX__T-300523-c-5A-2__5.0__1B__2024-06-19,T-300523-c-5A-2,5.0,1B,2024-06-19,67.47508481597093,,,,
DX__T-300523-c-55A-2__5.0__2C__2024-06-19,T-300523-c-55A-2,5.0,2C,2024-06-19,54.86702759821219,,,,
DX__T-060623-c-68B-2__5.0__6E__2024-06-19,T-060623-c-68B-2,5.0,6E,2024-06-19,69.86920907570294,,,,
DX__T-300523-c-107A-2__5.0__3G__2024-06-19,T-300523-c-107A-2,5.0,3G,2024-06-19,69.02971853266006,,,,
DX__T-060623-c-5B-2__5.0__4A__2024-06-19,T-060623-c-5B-2,5.0,4A,2024-06-19,41.10433199817664,,,,
DX__T-060623-c-66B-2__5.0__6D__2024-06-19,T-060623-c-66B-2,5.0,6D,2024-06-19,57.10258492472957,,,,
DX__T-060623-c-61B-2__5.0__6C__2024-06-19,T-060623-c-61B-2,5.0,6C,2024-06-19,64.5772504682926,,,,
DX__T-060623-c-59B-2__5.0__6B__2024-06-19,T-060623-c-59B-2,5.0,6B,2024-06-19,66.33709123304547,,,,
DX__T-060623-c-55B-2__5.0__6A__2024-06-19,T-060623-c-55B-2,5.0,6A,2024-06-19,66.00129501582832,,,,
DX__T-060623-c-53B-2__5.0__5H__2024-06-19,T-060623-c-53B-2,5.0,5H,2024-06-19,52.255259977264714,,,,
DX__T-060623-c-51B-2__5.0__5G__2024-06-19,T-060623-c-51B-2,5.0,5G,2024-06-19,58.1317568270473,,,,
DX__T-060623-c-44B-2__5.0__5F__2024-06-19,T-060623-c-44B-2,5.0,5F,2024-06-19,64.43733012374526,,,,
DX__T-060623-c-41B-2__5.0__5E__2024-06-19,T-060623-c-41B-2,5.0,5E,2024-06-19,60.12790330380353,,,,
DX__T-060623-c-3B-2__5.0__3H__2024-06-19,T-060623-c-3B-2,5.0,3H,2024-06-19,68.9892886933265,,,,
DX__T-060623-c-38B-2__5.0__5D__2024-06-19,T-060623-c-38B-2,5.0,5D,2024-06-19,60.1652122432587,,,,
DX__T-060623-c-35B-2__5.0__5B__2024-06-19,T-060623-c-35B-2,5.0,5B,2024-06-19,56.148046663442784,,,,
DX__T-060623-c-28B-2__5.0__5A__2024-06-19,T-060623-c-28B-2,5.0,5A,2024-06-19,65.55355621812505,,,,
DX__T-060623-c-26B-2__5.0__4H__2024-06-19,T-060623-c-26B-2,5.0,4H,2024-06-19,49.32632696564677,,,,
DX__T-060623-c-25B-2__5.0__4G__2024-06-19,T-060623-c-25B-2,5.0,4G,2024-06-19,56.52737785775128,,,,
DX__T-060623-c-24B-2__5.0__4F__2024-06-19,T-060623-c-24B-2,5.0,4F,2024-06-19,69.32820581042203,,,,
DX__T-060623-c-22B-2__5.0__4E__2024-06-19,T-060623-c-22B-2,5.0,4E,2024-06-19,45.192616266130166,,,,
DX__T-060623-c-17B-2__5.0__4D__2024-06-19,T-060623-c-17B-2,5.0,4D,2024-06-19,59.15780782948664,,,,
DX__T-060623-c-10B-2__5.0__4C__2024-06-19,T-060623-c-10B-2,5.0,4C,2024-06-19,54.35710723475031,,,,
DX__T-060623-c-9B-2__5.0__4B__2024-06-19,T-060623-c-9B-2,5.0,4B,2024-06-19,57.62806250122157,,,,
DX__T-060623-c-37B-2__5.0__5C__2024-06-19,T-060623-c-37B-2,5.0,5C,2024-06-19,56.667298202298625,,,,
DX__T-270623-c-1__1.0__1A__2024-06-26,T-270623-c-1,1.0,1A,2024-06-26,25.56250400678341,,,,
DX__ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306__tube,ZymoBIOMICS-Microbial-Community-DNA-Standard-D6306,,tube,,,,,,
DX__Ultrapure-water__tube,Ultrapure-water,,tube,,,,,,
DX__T-040723-61F__1H__2023-07-05,T-040723-61F,,1H,2023-07-05,,,0.05,,1.0
DX__T-040723-59F__1G__2023-07-05,T-040723-59F,,1G,2023-07-05,,,0.05,,1.0
DX__T-040723-55F__12A__2023-07-05,T-040723-55F,,12A,2023-07-05,,,0.12,,1.0
DX__T-040723-53F__11H__2023-07-05,T-040723-53F,,11H,2023-07-05,,,0.12,,1.0
DX__T-040723-51F__1D__2023-07-05,T-040723-51F,,1D,2023-07-05,,,0.04,,1.0
DX__T-040723-44F__3B__2023-07-05,T-040723-44F,,3B,2023-07-05,,,0.08,,1.0
DX__T-040723-66F__12B__2023-07-05,T-040723-66F,,12B,2023-07-05,,,0.27,,1.0
DX__T-040723-41F__11G__2023-07-05,T-040723-41F,,11G,2023-07-05,,,0.42,,1.0
DX__T-040723-37F__11E__2023-07-05,T-040723-37F,,11E,2023-07-05,,,0.1,,1.0
DX__T-040723-35F__3F__2023-07-05,T-040723-35F,,3F,2023-07-05,,,0.09,,1.0
DX__T-040723-28F__11D__2023-07-05,T-040723-28F,,11D,2023-07-05,,,0.19,,1.0
DX__T-040723-26F__11C__2023-07-05,T-040723-26F,,11C,2023-07-05,,,0.16,,1.0
DX__T-040723-25F__1B__2023-07-05,T-040723-25F,,1B,2023-07-05,,,0.03,,1.0
DX__T-040723-24F__11B__2023-07-05,T-040723-24F,,11B,2023-07-05,,,0.33,,1.0
DX__T-040723-38F__11F__2023-07-05,T-040723-38F,,11F,2023-07-05,,,0.12,,1.0
DX__T-040723-22F__2C__2023-07-05,T-040723-22F,,2C,2023-07-05,,,0.07,,1.0
DX__T-270623-24E__7D__2023-07-30,T-270623-24E,,7D,2023-07-30,,,2.323,,33.0
DX__T-040723-75F__12E__2023-07-05,T-040723-75F,,12E,2023-07-05,,,0.93,,1.0
DX__T-110723-9G__2D__2023-07-12,T-110723-9G,,2D,2023-07-12,,,1.85,,1.0
DX__T-110723-5G__2C__2023-07-12,T-110723-5G,,2C,2023-07-12,,,1.98,,1.0
DX__T-110723-3G__2B__2023-07-12,T-110723-3G,,2B,2023-07-12,,,0.4,,1.0
DX__T-040723-107F__2A__2023-07-05,T-040723-107F,,2A,2023-07-05,,,0.82,,1.0
DX__T-040723-104F__1H__2023-07-05,T-040723-104F,,1H,2023-07-05,,,0.58,,1.0
DX__T-040723-100F__1G__2023-07-05,T-040723-100F,,1G,2023-07-05,,,0.25,,1.0
DX__T-040723-72F__12D__2023-07-05,T-040723-72F,,12D,2023-07-05,,,2.1,,1.0
DX__T-040723-98F__1F__2023-07-05,T-040723-98F,,1F,2023-07-05,,,1.42,,1.0
DX__T-040723-89F__1E__2023-07-05,T-040723-89F,,1E,2023-07-05,,,0.2,,1.0
DX__T-040723-88F__2D__2023-07-05,T-040723-88F,,2D,2023-07-05,,,0.07,,1.0
DX__T-040723-87F__1D__2023-07-05,T-040723-87F,,1D,2023-07-05,,,0.2,,1.0
DX__T-040723-82F__1C__2023-07-05,T-040723-82F,,1C,2023-07-05,,,0.5,,1.0
DX__T-040723-81F__1B__2023-07-05,T-040723-81F,,1B,2023-07-05,,,0.41,,1.0
DX__T-040723-80F__1A__2023-07-05,T-040723-80F,,1A,2023-07-05,,,0.15,,1.0
DX__T-040723-91F__1E__2023-07-05,T-040723-91F,,1E,2023-07-05,,,0.04,,1.0
DX__T-040723-68F__12C__2023-07-05,T-040723-68F,,12C,2023-07-05,,,0.28,,1.0
DX__T-040723-18F__11A__2023-07-05,T-040723-18F,,11A,2023-07-05,,,0.14,,1.0
DX__T-040723-10F__10G__2023-07-05,T-040723-10F,,10G,2023-07-05,,,0.16,,1.0
DX__T-270623-25E__7E__2023-07-30,T-270623-25E,,7E,2023-07-30,,,1.4,,33.0
DX__T-270623-26E__7F__2023-07-30,T-270623-26E,,7F,2023-07-30,,,0.31,,33.0
DX__T-270623-28E__7G__2023-07-30,T-270623-28E,,7G,2023-07-30,,,0.817,,33.0
DX__T-270623-35E__7H__2023-07-30,T-270623-35E,,7H,2023-07-30,,,0.339,,33.0
DX__T-270623-37E__8A__2023-07-30,T-270623-37E,,8A,2023-07-30,,,1.266,,33.0
DX__T-270623-38E__8B__2023-07-30,T-270623-38E,,8B,2023-07-30,,,0.36,,33.0
DX__T-270623-41E__8C__2023-07-30,T-270623-41E,,8C,2023-07-30,,,1.519,,33.0
DX__T-270623-44E__2A__2023-07-30,T-270623-44E,,2A,2023-07-30,,,0.06,,33.0
DX__T-270623-51E__8D__2023-07-30,T-270623-51E,,8D,2023-07-30,,,0.568,,33.0
DX__T-270623-53E__8E__2023-07-30,T-270623-53E,,8E,2023-07-30,,,0.809,,33.0
DX__T-270623-55E__1C__2023-07-30,T-270623-55E,,1C,2023-07-30,,,0.04,,33.0
DX__T-270623-59E__8F__2023-07-30,T-270623-59E,,8F,2023-07-30,,,0.18,,33.0
DX__T-270623-61E__8G__2023-07-30,T-270623-61E,,8G,2023-07-30,,,0.909,,33.0
DX__T-270623-66E__2B__2023-07-30,T-270623-66E,,2B,2023-07-30,,,0.06,,33.0
DX__T-270623-68E__8H__2023-07-30,T-270623-68E,,8H,2023-07-30,,,3.502,,33.0
DX__T-270623-72E__9A__2023-07-30,T-270623-72E,,9A,2023-07-30,,,0.82,,33.0
DX__T-270623-75E__9B__2023-07-30,T-270623-75E,,9B,2023-07-30,,,0.755,,33.0
DX__T-040723-9F__1F__2023-07-05,T-040723-9F,,1F,2023-07-05,,,0.05,,1.0
DX__T-040723-5F__3A__2023-07-05,T-040723-5F,,3A,2023-07-05,,,0.08,,1.0
DX__T-040723-3F__10F__2023-07-05,T-040723-3F,,10F,2023-07-05,,,0.1,,1.0
DX__T-270623-107E__10E__2023-07-30,T-270623-107E,,10E,2023-07-30,,,123.428,,33.0
DX__T-270623-104E__10D__2023-07-30,T-270623-104E,,10D,2023-07-30,,,1.698,,33.0
DX__T-270623-100E__10C__2023-07-30,T-270623-100E,,10C,2023-07-30,,,1.37,,33.0
DX__T-110723-10G__2E__2023-07-12,T-110723-10G,,2E,2023-07-12,,,3.03,,1.0
DX__T-270623-98E__10B__2023-07-30,T-270623-98E,,10B,2023-07-30,,,2.894,,33.0
DX__T-270623-89E__9H__2023-07-30,T-270623-89E,,9H,2023-07-30,,,0.665,,33.0
DX__T-270623-88E__9G__2023-07-30,T-270623-88E,,9G,2023-07-30,,,0.447,,33.0
DX__T-270623-87E__9F__2023-07-30,T-270623-87E,,9F,2023-07-30,,,0.487,,33.0
DX__T-270623-82E__9E__2023-07-30,T-270623-82E,,9E,2023-07-30,,,0.48,,33.0
DX__T-270623-81E__9D__2023-07-30,T-270623-81E,,9D,2023-07-30,,,0.456,,33.0
DX__T-270623-80E__9C__2023-07-30,T-270623-80E,,9C,2023-07-30,,,0.1,,33.0
DX__T-270623-91E__10A__2023-07-30,T-270623-91E,,10A,2023-07-30,,,0.23,,33.0
DX__T-040723-17F__10H__2023-07-05,T-040723-17F,,10H,2023-07-05,,,0.33,,1.0
DX__T-110723-18G__2G__2023-07-12,T-110723-18G,,2G,2023-07-12,,,1.87,,1.0
DX__T-110723-22G__2H__2023-07-12,T-110723-22G,,2H,2023-07-12,,,2.12,,1.0
DX__T-180723-61H__8H__2023-07-19,T-180723-61H,,8H,2023-07-19,,,0.622,,1.0
DX__T-180723-59H__8G__2023-07-19,T-180723-59H,,8G,2023-07-19,,,0.13,,1.0
DX__T-180723-55H__8F__2023-07-19,T-180723-55H,,8F,2023-07-19,,,1.49,,1.0
DX__T-180723-53H__8E__2023-07-19,T-180723-53H,,8E,2023-07-19,,,0.241,,1.0
DX__T-180723-51H__8D__2023-07-19,T-180723-51H,,8D,2023-07-19,,,0.49,,1.0
DX__T-180723-44H__8C__2023-07-19,T-180723-44H,,8C,2023-07-19,,,0.11,,1.0
DX__T-180723-66H__4G__2023-07-19,T-180723-66H,,4G,2023-07-19,,,2.421,,1.0
DX__T-180723-41H__8B__2023-07-19,T-180723-41H,,8B,2023-07-19,,,0.585,,1.0
DX__T-180723-37H__7H__2023-07-19,T-180723-37H,,7H,2023-07-19,,,0.116,,1.0
DX__T-180723-35H__1A__2023-07-19,T-180723-35H,,1A,2023-07-19,,,0.009,,1.0
DX__T-180723-28H__7G__2023-07-19,T-180723-28H,,7G,2023-07-19,,,0.21,,1.0
DX__T-180723-26H__7F__2023-07-19,T-180723-26H,,7F,2023-07-19,,,0.908,,1.0
DX__T-180723-25H__7E__2023-07-19,T-180723-25H,,7E,2023-07-19,,,0.215,,1.0
DX__T-180723-24H__7D__2023-07-19,T-180723-24H,,7D,2023-07-19,,,0.755,,1.0
DX__T-180723-38H__4F__2023-07-19,T-180723-38H,,4F,2023-07-19,,,0.31,,1.0
DX__T-180723-22H__7C__2023-07-19,T-180723-22H,,7C,2023-07-19,,,0.295,,1.0
DX__T-180723-68H__9B__2023-07-19,T-180723-68H,,9B,2023-07-19,,,3.514,,1.0
DX__T-180723-75H__9D__2023-07-19,T-180723-75H,,9D,2023-07-19,,,0.45,,1.0
DX__T-180723-107H__10G__2023-07-19,T-180723-107H,,10G,2023-07-19,,,1.328,,1.0
DX__T-180723-104H__10F__2023-07-19,T-180723-104H,,10F,2023-07-19,,,1.884,,1.0
DX__T-180723-100H__10E__2023-07-19,T-180723-100H,,10E,2023-07-19,,,0.378,,1.0
DX__T-180723-72H__9C__2023-07-19,T-180723-72H,,9C,2023-07-19,,,2.77,,1.0
DX__T-180723-98H__10D__2023-07-19,T-180723-98H,,10D,2023-07-19,,,2.974,,1.0
DX__T-180723-89H__10B__2023-07-19,T-180723-89H,,10B,2023-07-19,,,0.613,,1.0
DX__T-180723-88H__10A__2023-07-19,T-180723-88H,,10A,2023-07-19,,,0.312,,1.0
DX__T-180723-87H__9H__2023-07-19,T-180723-87H,,9H,2023-07-19,,,0.1,,1.0
DX__T-180723-82H__9G__2023-07-19,T-180723-82H,,9G,2023-07-19,,,0.931,,1.0
DX__T-180723-81H__9F__2023-07-19,T-180723-81H,,9F,2023-07-19,,,0.441,,1.0
DX__T-180723-80H__9E__2023-07-19,T-180723-80H,,9E,2023-07-19,,,0.38,,1.0
DX__T-180723-91H__10C__2023-07-19,T-180723-91H,,10C,2023-07-19,,,0.15,,1.0
DX__T-110723-17G__2F__2023-07-12,T-110723-17G,,2F,2023-07-12,,,0.84,,1.0
DX__T-180723-18H__7B__2023-07-19,T-180723-18H,,7B,2023-07-19,,,0.29,,1.0
DX__T-180723-10H__6H__2023-07-19,T-180723-10H,,6H,2023-07-19,,,0.77,,1.0
DX__T-110723-61G__4F__2023-07-12,T-110723-61G,,4F,2023-07-12,,,4.18,,1.0
DX__T-110723-59G__4E__2023-07-12,T-110723-59G,,4E,2023-07-12,,,0.36,,1.0
DX__T-110723-55G__4D__2023-07-12,T-110723-55G,,4D,2023-07-12,,,0.42,,1.0
DX__T-110723-53G__4C__2023-07-12,T-110723-53G,,4C,2023-07-12,,,0.47,,1.0
DX__T-110723-51G__4B__2023-07-12,T-110723-51G,,4B,2023-07-12,,,0.14,,1.0
DX__T-110723-44G__4A__2023-07-12,T-110723-44G,,4A,2023-07-12,,,0.8,,1.0
DX__T-110723-66G__4G__2023-07-12,T-110723-66G,,4G,2023-07-12,,,2.87,,1.0
DX__T-110723-41G__3H__2023-07-12,T-110723-41G,,3H,2023-07-12,,,1.95,,1.0
DX__T-110723-37G__3F__2023-07-12,T-110723-37G,,3F,2023-07-12,,,3.33,,1.0
DX__T-110723-35G__3E__2023-07-12,T-110723-35G,,3E,2023-07-12,,,0.13,,1.0
DX__T-110723-28G__3D__2023-07-12,T-110723-28G,,3D,2023-07-12,,,0.21,,1.0
DX__T-110723-26G__4D__2023-07-12,T-110723-26G,,4D,2023-07-12,,,0.35,,1.0
DX__T-110723-25G__3B__2023-07-12,T-110723-25G,,3B,2023-07-12,,,0.24,,1.0
DX__T-270623-22E__7C__2023-07-30,T-270623-22E,,7C,2023-07-30,,,0.542,,33.0
DX__T-110723-38G__3G__2023-07-12,T-110723-38G,,3G,2023-07-12,,,7.34,,1.0
DX__T-180723-17H__4E__2023-07-19,T-180723-17H,,4E,2023-07-19,,,0.12,,1.0
DX__T-110723-68G__4H__2023-07-12,T-110723-68G,,4H,2023-07-12,,,2.75,,1.0
DX__T-110723-75G__5B__2023-07-12,T-110723-75G,,5B,2023-07-12,,,1.8,,1.0
DX__T-180723-9H__6G__2023-07-19,T-180723-9H,,6G,2023-07-19,,,0.45,,1.0
DX__T-180723-5H__6F__2023-07-19,T-180723-5H,,6F,2023-07-19,,,0.29,,1.0
DX__T-180723-3H__2G__2023-07-19,T-180723-3H,,2G,2023-07-19,,,0.074,,1.0
DX__T-110723-107G__6E__2023-07-12,T-110723-107G,,6E,2023-07-12,,,6.73,,1.0
DX__T-110723-104G__6D__2023-07-12,T-110723-104G,,6D,2023-07-12,,,1.78,,1.0
DX__T-110723-100G__6C__2023-07-12,T-110723-100G,,6C,2023-07-12,,,1.56,,1.0
DX__T-110723-72G__5A__2023-07-12,T-110723-72G,,5A,2023-07-12,,,2.73,,1.0
DX__T-110723-98G__6B__2023-07-12,T-110723-98G,,6B,2023-07-12,,,8.81,,1.0
DX__T-110723-89G__5H__2023-07-12,T-110723-89G,,5H,2023-07-12,,,1.24,,1.0
DX__T-110723-88G__5G__2023-07-12,T-110723-88G,,5G,2023-07-12,,,2.34,,1.0
DX__T-110723-87G__5F__2023-07-12,T-110723-87G,,5F,2023-07-12,,,0.12,,1.0
DX__T-110723-82G__5E__2023-07-12,T-110723-82G,,5E,2023-07-12,,,3.55,,1.0
DX__T-110723-81G__5D__2023-07-12,T-110723-81G,,5D,2023-07-12,,,0.43,,1.0
DX__T-110723-80G__5C__2023-07-12,T-110723-80G,,5C,2023-07-12,,,0.45,,1.0
DX__T-110723-91G__6A__2023-07-12,T-110723-91G,,6A,2023-07-12,,,0.97,,1.0
DX__T-110723-24G__3A__2023-07-12,T-110723-24G,,3A,2023-07-12,,,0.76,,1.0
DX__T-300523-3A__1A__2023-08-09,T-300523-3A,,1A,2023-08-09,,,0.1330774775299509,,71.0
DX__T-270623-10E__6H__2023-07-30,T-270623-10E,,6H,2023-07-30,,,1.679,,33.0
DX__T-060623-51B__7C__2023-08-10,T-060623-51B,,7C,2023-08-10,,,0.3259892499604778,,65.0
